OrderID,OrderDate,ProductID,CustomerID,RegionID,Quantity,SalesAmount,CostAmount,DiscountPct
10299,2025-01-09,P012,C0439,R01,1,40050.0,28100.93,0.0
10561,2025-01-09,P032,C0300,R04,1,10800.0,8165.88,0.0
10642,2025-01-09,P006,C0500,R03,4,583200.0,459166.07,0.0
11540,2025-01-09,P022,C0301,R04,1,4050.0,2269.04,0.1
11680,2025-01-09,P012,C0119,R02,3,102127.5,72669.83,0.15
11875,2025-01-09,P010,C0202,R01,2,106020.0,80639.98,0.05
12520,2025-01-09,P047,C0017,R01,1,9832.5,6786.94,0.05
12641,2025-01-09,P005,C0171,R04,1,91057.5,71294.29,0.05
13654,2025-01-09,P007,C0174,R02,1,52155.0,41252.82,0.05
11070,2025-01-10,P019,C0140,R04,5,151087.5,104567.25,0.15
11071,2025-01-10,P033,C0212,R01,3,23085.0,16937.36,0.05
11156,2025-01-10,P031,C0136,R04,3,44887.5,31890.6,0.05
11518,2025-01-10,P034,C0195,R01,2,34200.0,26171.03,0.05
12761,2025-01-10,P042,C0363,R02,5,78750.0,56855.56,0.0
12975,2025-01-10,P024,C0425,R04,5,49162.5,25454.4,0.05
13172,2025-01-10,P021,C0106,R02,3,15795.0,9964.34,0.1
13851,2025-01-10,P021,C0390,R01,5,27787.5,16715.49,0.05
14124,2025-01-10,P045,C0317,R03,2,6840.0,4651.72,0.05
14820,2025-01-10,P015,C0387,R04,3,89775.0,65414.09,0.05
10205,2025-01-11,P007,C0230,R01,1,52155.0,39530.46,0.05
10469,2025-01-11,P042,C0374,R03,5,70875.0,44031.14,0.1
11055,2025-01-11,P030,C0181,R04,2,10800.0,6052.04,0.0
12763,2025-01-11,P019,C0460,R02,5,168862.5,124532.99,0.05
13724,2025-01-11,P048,C0150,R04,1,17100.0,11753.02,0.05
10223,2025-01-12,P004,C0322,R02,1,86670.0,69539.17,0.1
11140,2025-01-12,P004,C0016,R02,5,457425.0,352656.44,0.05
11184,2025-01-12,P025,C0235,R04,2,14535.0,7443.11,0.15
12637,2025-01-12,P040,C0332,R04,2,36765.0,27267.56,0.05
13157,2025-01-12,P024,C0254,R02,1,9315.0,5332.39,0.1
13647,2025-01-12,P012,C0168,R04,1,38047.5,25797.48,0.05
13905,2025-01-12,P019,C0123,R01,4,135090.0,95929.12,0.05
14018,2025-01-12,P034,C0208,R04,1,17100.0,13032.62,0.05
10159,2025-01-13,P030,C0351,R01,2,10800.0,6256.19,0.0
10376,2025-01-13,P003,C0174,R02,3,364500.0,268493.13,0.0
11232,2025-01-13,P011,C0143,R02,1,22680.0,16819.23,0.1
11595,2025-01-13,P012,C0433,R02,2,80100.0,56845.27,0.0
11637,2025-01-13,P035,C0354,R01,4,99000.0,69456.98,0.0
11939,2025-01-13,P050,C0073,R02,5,81000.0,55291.95,0.0
12951,2025-01-13,P007,C0112,R02,3,148230.0,108782.32,0.1
12969,2025-01-13,P028,C0150,R04,3,27000.0,15461.81,0.0
13050,2025-01-13,P002,C0424,R04,2,258210.0,199382.86,0.05
13060,2025-01-13,P003,C0401,R03,6,729000.0,529653.11,0.0
13360,2025-01-13,P050,C0110,R03,1,14580.0,10382.02,0.1
13523,2025-01-13,P008,C0049,R01,4,431460.0,321134.41,0.15
14438,2025-01-13,P033,C0416,R04,1,8100.0,6047.23,0.0
14872,2025-01-13,P014,C0297,R01,4,118260.0,88817.54,0.1
10222,2025-01-14,P050,C0338,R01,2,29160.0,20143.04,0.1
10463,2025-01-14,P012,C0360,R03,4,152190.0,111363.27,0.05
10868,2025-01-14,P042,C0107,R01,1,14962.5,10233.71,0.05
11416,2025-01-14,P007,C0255,R01,2,93330.0,75112.9,0.15
11418,2025-01-14,P010,C0233,R04,2,100440.0,75070.82,0.1
11904,2025-01-14,P008,C0374,R03,3,380700.0,273893.0,0.0
12236,2025-01-14,P021,C0279,R01,2,11700.0,6405.95,0.0
12638,2025-01-14,P029,C0391,R03,2,11970.0,6722.85,0.05
13290,2025-01-14,P037,C0165,R02,1,21870.0,16353.25,0.1
13804,2025-01-14,P017,C0006,R01,8,178200.0,118010.42,0.1
14125,2025-01-14,P015,C0419,R04,5,141750.0,107011.29,0.1
14595,2025-01-14,P012,C0067,R04,1,38047.5,26512.97,0.05
10087,2025-01-15,P036,C0019,R03,1,6840.0,4662.46,0.05
10329,2025-01-15,P050,C0012,R03,3,46170.0,32043.9,0.05
10450,2025-01-15,P038,C0193,R03,2,42120.0,31524.18,0.1
10673,2025-01-15,P015,C0443,R04,1,29925.0,22134.27,0.05
10675,2025-01-15,P018,C0238,R04,2,21870.0,16097.26,0.1
10704,2025-01-15,P042,C0405,R04,2,26775.0,17290.97,0.15
11731,2025-01-15,P047,C0318,R02,2,19665.0,14627.74,0.05
12563,2025-01-15,P049,C0459,R01,2,28800.0,20138.7,0.0
12972,2025-01-15,P011,C0346,R03,5,113400.0,83843.99,0.1
13536,2025-01-15,P010,C0076,R02,6,284580.0,210153.86,0.15
14141,2025-01-15,P046,C0066,R02,2,38700.0,26064.52,0.0
14458,2025-01-15,P034,C0231,R02,3,48600.0,37067.01,0.1
12559,2025-01-16,P030,C0465,R04,4,21600.0,11875.56,0.0
12891,2025-01-16,P016,C0373,R01,5,151875.0,110441.07,0.1
13964,2025-01-16,P050,C0273,R02,2,30780.0,21623.08,0.05
14769,2025-01-16,P014,C0252,R04,6,197100.0,144387.55,0.0
10028,2025-01-17,P039,C0159,R04,1,12150.0,8969.0,0.0
10065,2025-01-17,P024,C0212,R01,2,19665.0,11848.16,0.05
10512,2025-01-17,P020,C0195,R01,6,128250.0,95310.2,0.05
10923,2025-01-17,P041,C0339,R01,1,5130.0,3559.46,0.05
11240,2025-01-17,P010,C0079,R03,1,47430.0,37493.26,0.15
12203,2025-01-17,P025,C0471,R04,3,25650.0,15076.4,0.0
12687,2025-01-17,P048,C0239,R04,3,54000.0,37878.0,0.0
12776,2025-01-17,P028,C0029,R04,1,8550.0,5145.22,0.05
13499,2025-01-17,P030,C0372,R01,4,20520.0,12896.59,0.05
13562,2025-01-17,P004,C0142,R02,2,173340.0,129852.72,0.1
14404,2025-01-17,P003,C0385,R01,5,577125.0,429728.17,0.05
14553,2025-01-17,P026,C0420,R01,3,20520.0,12283.98,0.05
10789,2025-01-18,P020,C0215,R01,4,90000.0,68853.7,0.0
10820,2025-01-18,P050,C0407,R02,2,30780.0,20781.72,0.05
10825,2025-01-18,P006,C0009,R04,2,262440.0,199578.15,0.1
11629,2025-01-18,P004,C0369,R01,2,192600.0,144174.36,0.0
12183,2025-01-18,P037,C0008,R02,3,69255.0,49581.86,0.05
12244,2025-01-18,P009,C0390,R01,1,68400.0,56032.65,0.0
12313,2025-01-18,P006,C0438,R02,2,291600.0,221690.43,0.0
13079,2025-01-18,P023,C0011,R02,2,4590.0,2673.35,0.15
13443,2025-01-18,P024,C0163,R03,10,103500.0,61301.87,0.0
14838,2025-01-18,P048,C0190,R04,11,198000.0,134575.99,0.0
14839,2025-01-18,P002,C0499,R04,2,231030.0,175417.8,0.15
10216,2025-01-19,P008,C0374,R03,3,342630.0,263877.67,0.1
10238,2025-01-19,P008,C0145,R02,2,215730.0,172711.21,0.15
11179,2025-01-19,P006,C0244,R01,4,554040.0,416983.04,0.05
11308,2025-01-19,P042,C0061,R02,1,15750.0,11073.24,0.0
11395,2025-01-19,P001,C0247,R01,3,166050.0,120881.42,0.0
11451,2025-01-19,P032,C0067,R04,6,64800.0,48001.47,0.0
11849,2025-01-19,P003,C0316,R04,5,516375.0,392994.47,0.15
12404,2025-01-19,P031,C0331,R02,3,47250.0,34696.28,0.0
12523,2025-01-19,P017,C0108,R04,3,74250.0,52487.23,0.0
13299,2025-01-19,P049,C0474,R01,9,123120.0,85086.88,0.05
13418,2025-01-19,P005,C0497,R01,6,517590.0,382241.28,0.1
14395,2025-01-19,P029,C0162,R03,2,11970.0,6781.43,0.05
11166,2025-01-20,P025,C0396,R04,4,32490.0,18998.16,0.05
11471,2025-01-20,P031,C0065,R01,3,47250.0,33812.78,0.0
11811,2025-01-20,P004,C0254,R02,2,192600.0,146320.8,0.0
12144,2025-01-20,P007,C0255,R01,3,164700.0,127056.6,0.0
12626,2025-01-20,P033,C0091,R01,7,56700.0,40736.77,0.0
12664,2025-01-20,P032,C0186,R04,4,41040.0,29217.95,0.05
13141,2025-01-20,P027,C0146,R02,4,19800.0,11389.02,0.0
13315,2025-01-20,P023,C0447,R02,5,12825.0,7686.39,0.05
13349,2025-01-20,P036,C0473,R02,8,51840.0,38406.97,0.1
13378,2025-01-20,P042,C0285,R01,2,28350.0,19053.96,0.1
13669,2025-01-20,P009,C0133,R04,9,523260.0,388759.35,0.15
13899,2025-01-20,P037,C0088,R04,2,46170.0,34917.87,0.05
14003,2025-01-20,P031,C0018,R03,3,44887.5,30926.0,0.05
14030,2025-01-20,P035,C0192,R01,2,47025.0,35103.4,0.05
14063,2025-01-20,P011,C0100,R02,2,47880.0,34202.28,0.05
10663,2025-01-21,P031,C0215,R01,7,110250.0,81475.9,0.0
11001,2025-01-21,P010,C0045,R01,3,167400.0,129922.21,0.0
11237,2025-01-21,P013,C0124,R01,10,319500.0,235762.77,0.0
12826,2025-01-21,P021,C0093,R03,4,19890.0,11089.74,0.15
12836,2025-01-21,P003,C0029,R04,3,328050.0,259378.2,0.1
13337,2025-01-21,P036,C0392,R03,5,36000.0,25973.71,0.0
13885,2025-01-21,P016,C0409,R03,5,151875.0,107022.91,0.1
14782,2025-01-21,P037,C0494,R02,1,21870.0,16281.99,0.1
14940,2025-01-21,P013,C0333,R02,2,60705.0,42305.0,0.05
10155,2025-01-22,P029,C0480,R01,1,5670.0,3127.35,0.1
10212,2025-01-22,P021,C0433,R02,2,11700.0,7034.0,0.0
10220,2025-01-22,P043,C0422,R01,1,13365.0,9384.51,0.1
10767,2025-01-22,P023,C0100,R02,1,2565.0,1524.34,0.05
11533,2025-01-22,P043,C0440,R04,5,66825.0,43005.57,0.1
11868,2025-01-22,P013,C0073,R02,4,121410.0,86992.08,0.05
12801,2025-01-22,P035,C0401,R03,6,148500.0,105644.75,0.0
13107,2025-01-22,P041,C0466,R04,2,9720.0,6477.05,0.1
13256,2025-01-22,P011,C0361,R02,2,50400.0,36063.89,0.0
13733,2025-01-22,P047,C0191,R02,4,41400.0,25549.48,0.0
13756,2025-01-22,P029,C0068,R01,1,5670.0,3264.29,0.1
13784,2025-01-22,P010,C0250,R01,5,265050.0,198683.64,0.05
14174,2025-01-22,P049,C0266,R02,4,54720.0,35654.78,0.05
12149,2025-01-23,P023,C0417,R02,1,2700.0,1486.08,0.0
12828,2025-01-23,P048,C0391,R03,5,81000.0,53591.55,0.1
13161,2025-01-23,P003,C0417,R02,5,577125.0,438968.73,0.05
13436,2025-01-23,P008,C0082,R04,1,114210.0,91683.72,0.1
13978,2025-01-23,P023,C0170,R03,4,10260.0,6068.57,0.05
10851,2025-01-24,P035,C0092,R01,2,44550.0,30532.02,0.1
11482,2025-01-24,P028,C0451,R01,4,34200.0,20228.84,0.05
11885,2025-01-24,P029,C0325,R03,4,23940.0,14111.92,0.05
12002,2025-01-24,P041,C0235,R04,5,25650.0,17767.52,0.05
13291,2025-01-24,P047,C0470,R04,4,37260.0,25762.12,0.1
14315,2025-01-24,P036,C0413,R01,6,41040.0,31561.91,0.05
14721,2025-01-24,P015,C0485,R04,6,189000.0,133341.89,0.0
10173,2025-01-25,P042,C0279,R01,3,47250.0,31618.01,0.0
10341,2025-01-25,P005,C0492,R04,1,95850.0,72719.67,0.0
10577,2025-01-25,P036,C0451,R01,6,36720.0,27133.38,0.15
10828,2025-01-25,P038,C0311,R01,3,66690.0,50472.64,0.05
11119,2025-01-25,P025,C0391,R03,3,25650.0,14975.03,0.0
11548,2025-01-25,P048,C0307,R04,6,102600.0,72664.83,0.05
11620,2025-01-25,P009,C0388,R04,1,64980.0,49377.42,0.05
11895,2025-01-25,P045,C0317,R03,1,3600.0,2417.05,0.0
13099,2025-01-25,P018,C0344,R04,1,10935.0,7972.6,0.1
13593,2025-01-25,P005,C0230,R01,1,86265.0,65793.45,0.1
13727,2025-01-25,P028,C0124,R01,4,34200.0,19800.2,0.05
14881,2025-01-25,P046,C0273,R02,2,36765.0,25301.95,0.05
10589,2025-01-26,P048,C0210,R02,3,51300.0,34299.53,0.05
11214,2025-01-26,P010,C0027,R03,4,223200.0,174948.61,0.0
11683,2025-01-26,P017,C0320,R02,5,117562.5,84938.56,0.05
12074,2025-01-26,P006,C0262,R04,1,123930.0,91822.38,0.15
12141,2025-01-26,P002,C0424,R04,7,951300.0,726879.84,0.0
12168,2025-01-26,P032,C0409,R03,4,41040.0,30663.05,0.05
13300,2025-01-26,P038,C0369,R01,5,117000.0,88069.69,0.0
13601,2025-01-26,P016,C0084,R01,1,32062.5,22579.94,0.05
13659,2025-01-26,P023,C0057,R04,1,2700.0,1504.36,0.0
13933,2025-01-26,P033,C0163,R03,1,8100.0,5879.27,0.0
14787,2025-01-26,P016,C0307,R04,4,135000.0,98877.85,0.0
14801,2025-01-26,P023,C0419,R04,6,15390.0,9387.05,0.05
14960,2025-01-26,P034,C0257,R01,1,16200.0,11337.97,0.1
10310,2025-01-27,P043,C0351,R01,1,14107.5,9075.62,0.05
11566,2025-01-27,P002,C0370,R04,3,407700.0,310768.7,0.0
12422,2025-01-27,P012,C0465,R04,4,160200.0,112873.27,0.0
12573,2025-01-27,P034,C0317,R03,3,54000.0,40609.69,0.0
12634,2025-01-27,P028,C0309,R01,3,24300.0,13799.5,0.1
13123,2025-01-27,P005,C0273,R02,1,95850.0,74072.46,0.0
13570,2025-01-27,P004,C0430,R01,2,163710.0,119231.43,0.15
14606,2025-01-27,P012,C0054,R03,1,34042.5,25180.22,0.15
12360,2025-01-28,P005,C0058,R02,3,258795.0,202467.93,0.1
12421,2025-01-28,P019,C0489,R01,1,33772.5,23059.22,0.05
12503,2025-01-28,P022,C0155,R01,1,3825.0,2117.37,0.15
12907,2025-01-28,P006,C0032,R01,6,831060.0,601735.45,0.05
12976,2025-01-28,P022,C0006,R01,7,29925.0,17603.12,0.05
14186,2025-01-28,P020,C0034,R02,2,40500.0,27301.55,0.1
10219,2025-01-29,P028,C0461,R04,9,81000.0,51894.0,0.0
10516,2025-01-29,P048,C0477,R03,3,54000.0,35584.03,0.0
10818,2025-01-29,P038,C0020,R03,6,119340.0,88439.2,0.15
11767,2025-01-29,P023,C0028,R03,5,11475.0,6967.62,0.15
12080,2025-01-29,P021,C0485,R04,4,22230.0,12701.39,0.05
12487,2025-01-29,P025,C0176,R04,3,25650.0,14446.42,0.0
13799,2025-01-29,P041,C0001,R02,4,20520.0,14000.31,0.05
13987,2025-01-29,P046,C0205,R01,1,18382.5,12475.12,0.05
14012,2025-01-29,P015,C0359,R04,1,29925.0,21862.75,0.05
14078,2025-01-29,P018,C0062,R02,1,12150.0,8752.89,0.0
14741,2025-01-29,P023,C0438,R02,3,7695.0,4254.73,0.05
10797,2025-01-30,P009,C0418,R04,5,290700.0,228313.33,0.15
11410,2025-01-30,P010,C0446,R01,1,53010.0,41617.7,0.05
11492,2025-01-30,P035,C0281,R01,5,111375.0,77613.49,0.1
12301,2025-01-30,P038,C0464,R01,3,63180.0,47113.41,0.1
13990,2025-01-30,P029,C0389,R04,1,5985.0,3244.11,0.05
14613,2025-01-30,P050,C0243,R01,2,32400.0,22863.04,0.0
10135,2025-01-31,P036,C0010,R04,2,13680.0,10607.44,0.05
10339,2025-01-31,P016,C0373,R01,4,135000.0,95761.23,0.0
10607,2025-01-31,P046,C0261,R02,2,36765.0,25683.67,0.05
11331,2025-01-31,P011,C0298,R04,3,71820.0,50714.89,0.05
12325,2025-01-31,P036,C0093,R03,1,6840.0,4983.94,0.05
12479,2025-01-31,P010,C0281,R01,1,50220.0,37595.45,0.1
13058,2025-01-31,P009,C0226,R02,3,205200.0,152560.54,0.0
14002,2025-01-31,P025,C0008,R02,2,16245.0,9585.68,0.05
10597,2025-02-01,P008,C0065,R01,1,105468.0,79822.83,0.15
12184,2025-02-01,P045,C0239,R04,3,10032.0,6575.3,0.05
12217,2025-02-01,P027,C0096,R01,5,24200.0,14657.09,0.0
12320,2025-02-01,P044,C0292,R04,5,37620.0,26953.07,0.1
12869,2025-02-01,P049,C0010,R04,6,76032.0,48493.64,0.1
13211,2025-02-01,P034,C0035,R02,1,16720.0,11997.95,0.05
14079,2025-02-01,P023,C0367,R01,2,5016.0,2871.18,0.05
10263,2025-02-02,P033,C0499,R04,3,20196.0,15346.56,0.15
11474,2025-02-02,P012,C0366,R02,5,176220.0,131406.06,0.1
11935,2025-02-02,P044,C0136,R04,5,41800.0,29328.3,0.0
12015,2025-02-02,P045,C0469,R01,3,10032.0,6759.8,0.05
12121,2025-02-02,P032,C0263,R02,3,31680.0,22040.11,0.0
12170,2025-02-02,P048,C0378,R02,1,16720.0,11081.67,0.05
12386,2025-02-02,P033,C0216,R04,4,30096.0,22140.07,0.05
12679,2025-02-02,P032,C0328,R01,3,30096.0,21711.21,0.05
13120,2025-02-02,P033,C0157,R01,1,7524.0,5711.0,0.05
13238,2025-02-02,P017,C0115,R01,2,43560.0,31761.35,0.1
13692,2025-02-02,P016,C0471,R04,2,66000.0,48348.35,0.0
13814,2025-02-02,P044,C0453,R02,1,7524.0,5197.51,0.1
13858,2025-02-02,P015,C0313,R02,4,123200.0,88595.22,0.0
14313,2025-02-02,P019,C0209,R04,2,66044.0,48705.01,0.05
14793,2025-02-02,P037,C0269,R04,5,106920.0,84089.76,0.1
14811,2025-02-02,P021,C0440,R04,3,17160.0,9455.87,0.0
10088,2025-02-03,P033,C0203,R04,1,7920.0,5977.84,0.0
10424,2025-02-03,P007,C0228,R02,1,53680.0,42062.25,0.0
11475,2025-02-03,P006,C0249,R01,6,727056.0,555211.25,0.15
11778,2025-02-03,P049,C0022,R01,3,40128.0,26699.76,0.05
12006,2025-02-03,P007,C0022,R01,2,101992.0,81485.58,0.05
13243,2025-02-03,P011,C0103,R01,2,49280.0,32038.78,0.0
13911,2025-02-03,P044,C0021,R03,3,23826.0,15588.67,0.05
14193,2025-02-03,P017,C0267,R03,2,45980.0,35124.68,0.05
14522,2025-02-03,P021,C0438,R02,3,14586.0,7746.95,0.15
10318,2025-02-04,P008,C0500,R03,4,496320.0,381209.86,0.0
10671,2025-02-04,P039,C0228,R02,1,11286.0,8468.92,0.05
10814,2025-02-04,P037,C0078,R04,3,71280.0,51785.03,0.0
11160,2025-02-04,P011,C0442,R02,1,24640.0,17453.46,0.0
11782,2025-02-04,P039,C0071,R04,1,11880.0,8988.77,0.0
12642,2025-02-04,P005,C0275,R04,5,421740.0,319583.67,0.1
12886,2025-02-04,P041,C0239,R04,4,19008.0,13779.76,0.1
13449,2025-02-04,P049,C0136,R04,3,35904.0,24966.2,0.15
14126,2025-02-04,P030,C0415,R01,2,8976.0,5322.61,0.15
14543,2025-02-04,P020,C0118,R01,1,19800.0,13910.17,0.1
10534,2025-02-05,P009,C0017,R01,1,63536.0,45930.86,0.05
12368,2025-02-05,P009,C0192,R01,1,66880.0,51804.97,0.0
14127,2025-02-05,P003,C0016,R02,2,225720.0,176064.88,0.05
14582,2025-02-05,P016,C0353,R02,1,33000.0,23744.21,0.0
14995,2025-02-05,P020,C0219,R04,5,104500.0,73332.15,0.05
10227,2025-02-06,P036,C0054,R03,5,29920.0,22701.46,0.15
10328,2025-02-06,P041,C0207,R04,2,9504.0,6697.72,0.1
10429,2025-02-06,P017,C0003,R04,3,61710.0,41959.29,0.15
10490,2025-02-06,P036,C0063,R04,5,35200.0,24412.53,0.0
11287,2025-02-06,P003,C0224,R01,4,475200.0,368917.44,0.0
11476,2025-02-06,P030,C0103,R01,9,47520.0,27542.54,0.0
11922,2025-02-06,P028,C0070,R03,1,8360.0,4622.51,0.05
12571,2025-02-06,P038,C0421,R04,4,77792.0,57585.79,0.15
13000,2025-02-06,P012,C0363,R02,2,70488.0,51639.67,0.1
13042,2025-02-06,P010,C0479,R04,4,218240.0,168236.57,0.0
13697,2025-02-06,P044,C0095,R04,1,8360.0,5713.65,0.0
13991,2025-02-06,P017,C0191,R02,1,21780.0,15009.71,0.1
14861,2025-02-06,P037,C0400,R04,5,118800.0,93465.81,0.0
10801,2025-02-07,P006,C0116,R04,1,135432.0,101912.19,0.05
11340,2025-02-07,P001,C0316,R04,1,51414.0,40802.25,0.05
11547,2025-02-07,P050,C0470,R04,4,60192.0,43699.3,0.05
13180,2025-02-07,P046,C0407,R02,4,75680.0,49855.45,0.0
13353,2025-02-07,P040,C0346,R03,4,75680.0,55107.67,0.0
14865,2025-02-07,P022,C0058,R02,6,25080.0,12891.92,0.05
10015,2025-02-08,P005,C0131,R01,5,398310.0,301437.46,0.15
10241,2025-02-08,P034,C0340,R02,1,17600.0,13306.55,0.0
10285,2025-02-08,P035,C0422,R01,1,20570.0,15046.69,0.15
10507,2025-02-08,P027,C0334,R01,3,13794.0,8197.91,0.05
11112,2025-02-08,P037,C0299,R04,1,22572.0,16646.78,0.05
11147,2025-02-08,P042,C0362,R04,4,58520.0,37959.99,0.05
11358,2025-02-08,P050,C0268,R01,3,42768.0,28672.17,0.1
11583,2025-02-08,P004,C0080,R04,2,188320.0,146271.02,0.0
11734,2025-02-08,P016,C0400,R04,3,94050.0,65852.57,0.05
12096,2025-02-08,P017,C0221,R03,3,72600.0,54211.68,0.0
12186,2025-02-08,P038,C0362,R04,4,82368.0,61574.95,0.1
12289,2025-02-08,P008,C0033,R01,2,235752.0,181544.47,0.05
12442,2025-02-08,P015,C0408,R01,1,30800.0,22431.17,0.0
12583,2025-02-08,P015,C0207,R04,3,83160.0,56500.86,0.1
12953,2025-02-08,P042,C0245,R02,1,14630.0,10565.9,0.05
13186,2025-02-08,P029,C0363,R02,2,12320.0,6840.4,0.0
13240,2025-02-08,P010,C0033,R01,2,103664.0,80253.78,0.05
13509,2025-02-08,P036,C0016,R02,2,13376.0,9727.62,0.05
13829,2025-02-08,P014,C0479,R04,2,54604.0,39006.62,0.15
13846,2025-02-08,P034,C0485,R04,6,100320.0,74061.08,0.05
14006,2025-02-08,P006,C0019,R03,4,484704.0,380108.44,0.15
14295,2025-02-08,P007,C0328,R01,3,136884.0,107045.5,0.15
14589,2025-02-08,P008,C0139,R03,2,235752.0,178334.65,0.05
10481,2025-02-09,P023,C0184,R03,6,15840.0,9080.67,0.0
11225,2025-02-09,P032,C0207,R04,1,10032.0,7005.41,0.05
11601,2025-02-09,P013,C0309,R01,2,56232.0,42079.66,0.1
11615,2025-02-09,P044,C0154,R03,3,25080.0,16507.38,0.0
12578,2025-02-09,P016,C0316,R04,3,84150.0,62878.63,0.15
13309,2025-02-09,P044,C0401,R03,2,15884.0,11627.83,0.05
13689,2025-02-09,P028,C0424,R04,7,58520.0,30512.1,0.05
